70,3754       ;              0            ;              0
70,1476       ;              0            ;              0
69,8267       ;              0            ;              0
69,5986       ;              0            ;              0
69,3988       ;              0            ;              0
69,2522       ;              0            ;              0
69,0920       ;              0            ;              0
68,9929       ;              0            ;              0
68,5351       ;              0            ;              0
68,0458       ;              0            ;              0
67,5032       ;              0            ;              0
67,3422       ;              0            ;              0
67,2752       ;              0            ;              0
67,2648       ;              0            ;              0
67,2291       ;              0            ;              0
67,1538       ;              0            ;              0
67,0640       ;              0            ;              0
67,0431       ;              0            ;              0
67,1269       ;              0            ;              0
67,1751       ;              0            ;              0
67,1814       ;              0            ;              0
67,1211       ;              2            ;              0
67,0938       ;              0            ;              0
67,1479       ;              0            ;              0
67,2456       ;              0            ;              0
67,3610       ;              0            ;              0
67,3773       ;              0            ;              0
70,0561       ;              0            ;              0
70,0815       ;              0            ;              0
70,1816       ;              1            ;              4
67,5656       ;              0            ;              0
67,5695       ;              0            ;              0
67,4287       ;              0            ;              0
67,3090       ;              0            ;              0
67,2258       ;              0            ;              0
67,2764       ;              0            ;              0
67,2927       ;              0            ;              0
67,3469       ;              3            ;              0
67,3416       ;              0            ;              0
67,4126       ;              0            ;              0
67,5084       ;              0            ;              0
67,7374       ;              0            ;              0
67,8489       ;              0            ;              0
67,8466       ;              0            ;              0
67,7377       ;              0            ;              0
67,7515       ;              0            ;              0
67,9916       ;              0            ;              0
68,0773       ;              0            ;              0
68,0346       ;              0            ;              0
67,7058       ;              0            ;              0
67,5137       ;              0            ;              0
67,3441       ;              0            ;              0
67,5398       ;              0            ;              0
67,5231       ;              0            ;              0
67,4907       ;              2            ;              0
67,1351       ;              0            ;              0
67,0807       ;              0            ;              0
67,1094       ;              0            ;              0
67,3325       ;              0            ;              0
67,4135       ;              0            ;              0
72,2279       ;              1            ;              4
72,2020       ;              0            ;              0
72,2159       ;              0            ;              0
67,7008       ;              0            ;              0
67,7415       ;              0            ;              0
67,6520       ;              0            ;              0
67,2931       ;              0            ;              0
67,0203       ;              0            ;              0
66,8866       ;              0            ;              0
66,7920       ;              0            ;              0
66,8900       ;              0            ;              0
66,8232       ;              3            ;              0
66,7082       ;              0            ;              0
66,4083       ;              2            ;              0
66,3748       ;              0            ;              0
66,4633       ;              0            ;              0
66,6619       ;              0            ;              0
66,8311       ;              0            ;              0
76,1289       ;              0            ;              0
76,4008       ;              0            ;              0
76,6069       ;              1            ;              4
67,6095       ;              0            ;              0
76,7828       ;              0            ;              0
76,8811       ;              0            ;              0
76,9489       ;              0            ;              0
67,7599       ;              0            ;              0
67,5369       ;              0            ;              0
67,3279       ;              0            ;              0
67,2107       ;              0            ;              0
67,1002       ;              0            ;              0
66,9496       ;              0            ;              0
66,6699       ;              0            ;              0
66,4758       ;              0            ;              0
66,2679       ;              3            ;              0
66,1820       ;              0            ;              0
66,1134       ;              2            ;              0
66,1792       ;              0            ;              0
66,2383       ;              0            ;              0
66,3685       ;              0            ;              0
66,5354       ;              0            ;              0
66,7007       ;              0            ;              0
67,5616       ;              0            ;              0
67,9092       ;              0            ;              0
78,5586       ;              0            ;              0
78,7540       ;              0            ;              0
79,1216       ;              1            ;              4
69,0521       ;              0            ;              0
68,4573       ;              0            ;              0
69,2646       ;              0            ;              0
68,8082       ;              0            ;              0
68,3442       ;              0            ;              0
66,5447       ;              0            ;              0
66,0087       ;              0            ;              0
65,6386       ;              0            ;              0
65,3832       ;              0            ;              0
65,2101       ;              3            ;              0
65,0862       ;              0            ;              0
64,9905       ;              2            ;              0
64,9699       ;              0            ;              0
65,0502       ;              0            ;              0
65,2855       ;              0            ;              0
65,3419       ;              0            ;              0
71,5848       ;              0            ;              0
71,5529       ;              0            ;              0
71,7037       ;              1            ;              4
65,5140       ;              0            ;              0
65,4761       ;              0            ;              0
65,3285       ;              0            ;              0
65,2477       ;              0            ;              0
65,1152       ;              0            ;              0
65,1714       ;              0            ;              0
65,1271       ;              0            ;              0
65,1392       ;              0            ;              0
65,0309       ;              0            ;              0
65,1855       ;              3            ;              0
65,3024       ;              0            ;              0
65,4477       ;              0            ;              0
65,4236       ;              0            ;              0
65,5070       ;              0            ;              0
65,5467       ;              0            ;              0
65,5919       ;              0            ;              0
65,5555       ;              0            ;              0
65,5831       ;              0            ;              0
65,5653       ;              0            ;              0
65,4484       ;              0            ;              0
65,2034       ;              0            ;              0
64,9592       ;              0            ;              0
64,7860       ;              0            ;              0
64,6342       ;              0            ;              0
64,5199       ;              2            ;              0
64,4916       ;              0            ;              0
